title,genres,release_year,overview,imdb_id,budget,revenue,vote_average,vote_count,release_decade
The Search for Santa Paws,Adventure,2010,"In the tradition of disney's classic holiday tales comes a heartwarming movie about the power of giving and the true meaning of christmas. Discover how the legendary friendship of Santa Claus and Santa Paws began in the inspiring original film, The Search For Santa Paws. When Santa and his new best friend, Paws, discover that the boys and girls of the world have lost the spirit of the season, they take a trip to New York City. But after Santa loses his memory, it's up to Paws, a faithful orphan named Quinn, her new friend Will and a wonderful group of magical talking dogs to save St. Nick and show the world what Christmas is really all about.",tt1544572,0,0.0,5.2,32.0,2010-2019
Sondheim! The Birthday Concert,,2010,"Join us for a rousing celebration of the life and works of one of Broadway's greatest legends - the one and only Stephen Sondheim.  For the master composer and lyricist's 80th birthday, many of musical theater's brightest stars gathered in March of 2010 to perform more than two dozen sensational numbers from Sondheim's illustrious career, and several of these enduring songs are performed by the original Broadway cast members.  David Hyde Pierce hosts this magical event with Stephen Sondheim's longtime collaborator Paul Gemignani conducting the New York Philharmonic.",tt2327519,0,0.0,0.0,0.0,2010-2019
Beyond Gay: The Politics of Pride,"Documentary, History",2010,"Over the course of a year, film follows Vancouver Pride Society president Ken Coolen to various international Pride events, including Poland, Hungary, Russia, Sri Lanka and others where there is great opposition to pride parades. In North America, Pride is complicated by commercialization and a sense that the festivals are turning away from their political roots toward tourism, party promotion and entertainment. Christie documents the ways larger, more mainstream Pride events have supported the global Pride movement and how human rights components are being added to more established events. In the New York sequence, leaders organize an alternative Pride parade, the Drag March, set up to protest the corporatization of New York Pride. A parade in São Paulo, the world's largest Pride festival, itself includes a completely empty float, meant to symbolize all those lost to HIV and to anti-gay violence.",tt1469864,0,0.0,5.2,3.0,2010-2019
Gabi on the Roof in July,Comedy,2010,"An ambitious painter on the verge of a big break confronts his moral decay when his idealist, hell-raising, younger sister comes to stay with him in New York City for the summer.",tt1520888,0,0.0,4.8,3.0,2010-2019
Sundays at Tiffany's,"Drama, Romance",2010,"Alyssa Milano, who also serves as producer, stars as Jane Claremont, who, as a young girl, would accompany her mother Vivian (Stockard Channing) to Tiffany’s in New York every Sunday and bring along her imaginary friend, Michael. Now, 20 years later, Jane is a successful businesswoman, set to marry Hugh (Ivan Sergei), her handsome fiancé, until Michael (Eric Winter) suddenly reappears.",tt1743360,0,0.0,5.5,24.0,2010-2019
If These Knishes Could Talk: The Story of the NY Accent,,2010,"The story of the New York accent, as told by New Yorkers.",tt1449183,0,0.0,0.0,0.0,2010-2019
Foreign Parts,Documentary,2010,"A portrayal of a hidden enclave of auto shops and junkyards fated for demolition in the shadow of a new baseball stadium in Queens. The film observes this vibrant community of immigrants – where wrecks, refuse, and recycling form a thriving commerce – as it struggles for daily survival and contests New York City's development scheme.",tt1700810,0,0.0,6.7,3.0,2010-2019
Pulsar,"Drama, Thriller, Mystery, Romance, Foreign",2010,"Samuel works in Brussels as a pharmaceutical delivery man. His gorgeous girlfriend Mireille heads off to New York to intern at a prestigious architecture firm. Shortly after her departure, Sam's computer is hacked. A series of rather dodgy IT-guys fail to protect his wireless network. The mysterious hacker seems intent on screwing up Samuel's life and his relationship with Mireille. Paranoia kicks in. Sam starts to suspect his neighbors and gets obsessed with WiFi-rays... Love, paranoia and two lovers separated by an ocean of communication devices.",tt1703919,0,0.0,5.0,3.0,2010-2019
William Kunstler Disturbing the Universe,Documentary,2009,"William Kunstler was one of the most famous lawyers of the 20th century. The New York Times called him “the most hated and most loved lawyer in America.” His clients included Martin Luther King Jr., Malcolm X, Phillip and Daniel Berrigan, Abbie Hoffman, H. Rap Brown, Stokely Carmichael, Adam Clayton Powell, Jr., and Leonard Peltier. In Disturbing the Universe: Radical Lawyer William Kunstler, filmmakers Emily Kunstler and Sarah Kunstler explore their father’s life, from middle-class family man, to movement lawyer, to “the most hated lawyer in America.”",tt1074194,0,0.0,5.0,1.0,2000-2009
The Pit,Documentary,2009,"Documentary directed by Johanna Lee's that explores the emotionally charged, cutthroat world of commodities trading. They try to make a living trading coffee on the New York Board of Trade before electronic trading threatens to make their way of life obsolete.",tt1540052,0,0.0,0.0,0.0,2000-2009
The Missing Person,"Comedy, Drama, Mystery, Thriller",2009,"Private detective John Rosow is hired to tail a man on a train from Chicago to Los Angeles. Rosow gradually uncovers the man's identity as a missing person; one of the thousands presumed dead after the 9/11 terrorist attacks on the World Trade Center. Persuaded by a large reward, Rosow is charged with bringing the missing person back to his wife in New York City.",tt1105512,0,0.0,6.4,9.0,2000-2009
The Girlfriend Experience,"Comedy, Drama",2009,"Chelsea is an in-demand call girl whose $2,000 an hour price tag allows her to live in New York's lap of luxury. Besides her beauty and sexual skill, Chelsea offers her clients companionship and conversation, or, as she dubs it, ""the girlfriend experience."" With her successful business and a devoted, live-in boyfriend, Chelsea thinks she has it made... until a new client rocks her world.",tt1103982,1700000,1007962.0,5.2,83.0,2000-2009
The Taking of Pelham 1 2 3,"Thriller, Drama, Crime",2009,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",tt1111422,100000000,150166126.0,6.2,971.0,2000-2009
Mammoth,"Drama, Romance",2009,"While on a trip to Thailand, a successful American businessman tries to radically change his life. Back in New York, his wife and daughter find their relationship with their live-in Filipino maid changing around them. At the same time, in the Philippines, the maid's family struggles to deal with her absence.",tt1038043,10000000,0.0,6.1,41.0,2000-2009
Confessions of a Shopaholic,"Comedy, Romance",2009,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping-a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door-until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",tt1093908,40000000,108332743.0,6.1,787.0,2000-2009
Whatever Works,"Comedy, Romance",2009,"Whatever Works explores the relationship between a crotchety misanthrope, Boris and a naïve, impressionable young runaway from the south, Melody. When Melody's uptight parents arrive in New York to rescue her, they are quickly drawn into wildly unexpected romantic entanglements. Everyone discovers that finding love is just a combination of lucky chance and appreciating the value of ""whatever works.""",tt1178663,15000000,35097815.0,6.8,365.0,2000-2009
Breaking Upwards,"Comedy, Romance",2009,"'Breaking Upwards' explores a young, real-life New York couple who, four years in and battling codependency, decide to intricately strategize their own break up. Based on an actual experiment devised by director/actor Daryl Wein and actress Zoe Lister-Jones, the film loosely interprets a year in their lives exploring alternatives to monogamy, and the madness that ensues. An uncensored look at young love, lust, and the pangs of codependency, 'Breaking Upwards' follows its characters as they navigate each others' emotions across the city they love. It begs the question: is it ever possible to grow apart together?",tt1247644,0,0.0,5.7,13.0,2000-2009
